,File,hue,saturation,value,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135,ASM 0,ASM 45,ASM 90,ASM 135,energy 0,energy 45,energy 90,energy 135,metric,eccentricity,Class,Image,CannyEdgeProbability,RobertsEdgeProbability,SobelEdgeProbability,ScharrEdgeProbability,PrewittEdgeProbability,Gaussian3EdgeProbability,Gaussian7EdgeProbability,Median3EdgeProbability,Var3EdgeProbability
605,tungro_virus (42).bmp,0.05061532621014921,0.1028558499856612,0.5552369423184261,0.1353755116272061,0.1466421605965623,0.1752034464381475,0.08447810566143898,0.8342104296055495,0.6805390950848221,0.628270881412518,0.8417499991120314,0.2674773856150857,0.2724705955461019,0.2672158023512672,0.4222112042506422,0.03185220684328448,0.0569050266977207,0.06511320893490403,0.02764908022380678,0.02597544489539867,0.02173689962832867,0.01901735484826502,0.03440596641099954,0.1284063977159453,0.1142667301878058,0.1088036633930915,0.1526998615508514,0.00455012811597163,0.6402289730151416,tungro_virus,tungro_virus (42).bmp,0.02660634566326531,6.320534677821849e-05,8.024895153474251e-05,8.121753151203877e-05,7.922234461320091e-05,0.4979911495848339,0.49800881290016,0.5018082232893157,0.4310162346188476
606,tungro_virus (43).bmp,0.2320707647701544,0.1808482495672541,0.3320019159980158,0.2281410154090062,0.1646925345654464,0.1224700583014661,0.1771404742386798,0.7077718975203129,0.7700116938581224,0.8986112865310234,0.74479507181364,0.2406904790584188,0.2849418321515363,0.2694905466013364,0.2789393845167104,0.0954399104482962,0.07243312369012375,0.02903997991498689,0.07954080970251871,0.02058178416329535,0.01984247494492417,0.01729537546718612,0.01980474117234157,0.1106377892834764,0.1077047519098818,0.1024169784818126,0.107590825436984,0.008900422976646265,0.3207876977811981,tungro_virus,tungro_virus (43).bmp,0.03511639030612244,7.594639625444601e-05,9.700278851122526e-05,9.768001014040536e-05,9.633345740368974e-05,0.4387322897909164,0.4387387767607043,0.4423805459683874,0.4310162346188476
607,tungro_virus (44).bmp,0.01716573153027391,0.1941340451383411,0.4211504214286265,0.207324240885515,0.2269076853868989,0.1996821480274382,0.09647256579463759,0.7257862729524903,0.610099737421116,0.7000845167623783,0.8779301470697035,0.1728585780959796,0.1632407818020534,0.1659152022445068,0.294267271373725,0.06264809996967419,0.08380077824865273,0.06057386429773062,0.02530374875905098,0.01324571012259588,0.01044758087320549,0.009753037618428198,0.01769180672620899,0.0825972726509254,0.06983351916245856,0.07016273682879223,0.09991943618855481,0.0115966707225225,0.2616719324507013,tungro_virus,tungro_virus (44).bmp,0.03896285076530612,7.8037439045598e-05,9.953130418338316e-05,0.0001006962045278609,9.829497116698162e-05,0.4305022008803521,0.4304882890656263,0.4342665972639055,0.4310162346188476
608,tungro_virus (45).bmp,0.06861496014292005,0.1824754849896892,0.4459535573143718,0.3223167203388038,0.3426287892472283,0.3053830813921914,0.2152537052236024,0.6062807434756516,0.5088220825614901,0.5691012930951863,0.7161332037780075,0.10023306095733,0.1034219732201588,0.1095989651032425,0.205776890027654,0.1300113835599074,0.1597795030071373,0.1311664465812012,0.08942411540481571,0.006940823080683496,0.005996294627751533,0.005773753439340092,0.01049819114539218,0.05232194025511697,0.04668441250517866,0.04852941353521182,0.07008796068367393,0.01630104097394214,0.4739242411838777,tungro_virus,tungro_virus (45).bmp,0.08041693239795919,0.0001256105748565264,0.0001549376729269359,0.0001571635562927536,0.0001526625105097505,0.4915664703381352,0.4915603741496599,0.495476862620048,0.4310162346188476
609,tungro_virus (46).bmp,0.0431154195361811,0.2302162864147307,0.3901006270208054,0.190252265781605,0.1028416733211773,0.1387229827581447,0.1599093406906719,0.7751899890931921,0.8702094468939738,0.8352745212109532,0.7673430196234785,0.2012546962443089,0.294080419202331,0.2619242149825888,0.2309116792645791,0.05884422460191714,0.02993511900266336,0.03842909058403231,0.0571724670035554,0.01621339174881382,0.01819191152647906,0.01572654446042792,0.015243440282878,0.09461418368931174,0.1017515265151551,0.09633806528822689,0.09049540087054495,0.008586279732125553,0.1990004049213935,tungro_virus,tungro_virus (46).bmp,0.03459821428571428,6.795675554814739e-05,8.584169597603548e-05,8.665712184339401e-05,8.50266112155037e-05,0.4420659670118047,0.442061512104842,0.4459022671568628,0.4310162346188476
610,tungro_virus (47).bmp,0.2214285745662617,0.5349362840801506,0.607139995733202,0.2138685400540359,0.1465890107860498,0.1281108218890427,0.1663412266940653,0.7250341621204842,0.7934270114380877,0.8083265565075384,0.719558738199559,0.1506039670944153,0.2062937201065115,0.3067335241261477,0.1998651579954514,0.06190377993333045,0.04203873094723207,0.0379088356839655,0.05895119781336142,0.0133027012944409,0.01454169069393452,0.01776169803778589,0.01456295334540156,0.08283857521400922,0.08765387627030377,0.1041744727582583,0.08775902713896422,0.005802983863237926,0.3180506315447644,tungro_virus,tungro_virus (47).bmp,0.02479272959183673,7.242675313974225e-05,9.263780025577792e-05,9.326997164874522e-05,9.197760508909765e-05,0.4883798050470188,0.4883796487344938,0.4922722995448179,0.4310162346188476
611,tungro_virus (48).bmp,0.2631219621407913,0.430993004661005,0.668637247729871,0.2107886578637083,0.2159014071076733,0.1915645676198066,0.1150383229873662,0.7347833044983751,0.6101550853797599,0.6827015245214064,0.8503273116013185,0.1492254122901589,0.1576331132886403,0.2154608683690084,0.3104725992154538,0.05980994820029954,0.08353884382608914,0.0655249940008955,0.03107958975908661,0.01260488162560654,0.01109579912279066,0.01186492348519127,0.01854681297957055,0.07985221581204621,0.07283185639090814,0.08007078807121795,0.1030709752146062,0.008968145251079338,0.9690646761516559,tungro_virus,tungro_virus (48).bmp,0.02012914540816327,7.750405988478823e-05,0.0001007904163770688,0.0001016272663409815,9.983558896265106e-05,0.495086081307523,0.495093662464986,0.4990700967887155,0.4310162346188476
612,tungro_virus (49).bmp,0.157424453917334,0.1705321863448186,0.4631583437637232,0.1749944876056272,0.0938333623714542,0.07364628615262281,0.1230489844589042,0.7854837339667395,0.8691252196523226,0.9006806127377247,0.7846398529615654,0.2168486278024861,0.2848539246260813,0.4365229895638706,0.3045389835595401,0.04866599548570887,0.02316403543067935,0.01705512219209795,0.04252538216530953,0.02094049681338984,0.02328246584698989,0.03212938883926328,0.02474115576515712,0.1118814802524037,0.1194286724225904,0.1505380124286524,0.1241776996824853,0.00707966217171638,0.4296388844250641,tungro_virus,tungro_virus (49).bmp,0.02032844387755102,5.805162848108799e-05,7.19536638200191e-05,7.246206785748726e-05,7.158404822543048e-05,0.4892241271508603,0.489233974839936,0.4928815276110444,0.4310162346188476
613,tungro_virus (50).bmp,0.117437079008049,0.203102065121248,0.4296390472652892,0.2787972570042002,0.148775912113507,0.2351948969694374,0.2683707774120971,0.6248488961910397,0.7927154447697294,0.6528630643302399,0.5783048398382868,0.1253640768538506,0.2397449392312604,0.1678972452982701,0.1280248889165535,0.1018801560971916,0.05257938174017703,0.08555143688081748,0.1079588470022307,0.009065176170920845,0.0128454094864907,0.008181369554723103,0.008187494871653076,0.06345958891355122,0.08057311439613488,0.06216729484109215,0.05873232988110066,0.005690651140256817,0.4198547824898471,tungro_virus,tungro_virus (50).bmp,0.06766183035714285,0.0001013887457174495,0.0001254507015299272,0.0001274989550030867,0.0001233313004144256,0.4853560174069628,0.4853571897509004,0.4891383897308924,0.4310162346188476
614,tungro_virus (51).bmp,0.1224722525574669,0.1514745865186047,0.5888971237443812,0.2646469534328098,0.2104754709774932,0.1224833810325228,0.1813713443270523,0.6132168067648726,0.661338754146085,0.8639629490952765,0.7223212073102036,0.1410899682172377,0.1828376954684703,0.2724226411921561,0.2052040141216652,0.0970362178065865,0.08163264362791359,0.03024506797967186,0.06592640209281059,0.01027244393431207,0.01054207835301249,0.01358874739245662,0.01187565595103235,0.06931198582157432,0.07027539482261103,0.08758906052594281,0.07636051234912294,0.002503766341447159,0.2903157544517907,tungro_virus,tungro_virus (51).bmp,0.04328762755102041,8.529898343498217e-05,0.0001075242163421104,0.0001083067665117294,0.0001067515512556907,0.4737006521358544,0.4737105779811925,0.477570168692477,0.4310162346188476
